,000001.SH前收盘价,399106.SZ前收盘价,000001.SH开盘价,399106.SZ开盘价,000001.SH最高价,399106.SZ最高价,000001.SH最低价,399106.SZ最低价,000001.SH收盘价,399106.SZ收盘价,000001.SH涨跌,399106.SZ涨跌,000001.SH涨跌幅,399106.SZ涨跌幅,000001.SH成交量,399106.SZ成交量
2020/7/9,3403.4401,2198.6182,3403.4832,2198.4447,3456.9721,2261.8557,3393.6379,2196.3642,3450.5935,2257.9501,47.1534,59.3319,1.385462903,2.698599511,62000182300,75903006068
2020/7/10,3450.5935,2257.9501,3418.9347,2247.4544,3433.1085,2273.9216,3372.5066,2236.2466,3383.3222,2251.0042,-67.2713,-6.9459,-1.949557373,-0.30761973,55612001100,69669379772
2020/7/13,3383.3222,2251.0042,3379.3867,2258.8068,3458.7914,2329.3984,3369.0378,2258.8068,3443.2863,2329.3984,59.9641,78.3942,1.772343763,3.482632329,55800687500,70838566102
2020/7/14,3443.2863,2329.3984,3435.0237,2327.3378,3451.2224,2333.3624,3366.0828,2262.2549,3414.6186,2309.565,-28.6677,-19.8334,-0.832568003,-0.851438723,54321149200,73550494077
2020/7/15,3414.6186,2309.565,3422.0778,2313.0402,3432.4506,2320.6076,3345.7488,2248.7843,3361.3044,2261.7984,-53.3142,-47.7666,-1.561351537,-2.068207649,49203054200,67093292258
2020/7/16,3361.3044,2261.7984,3356.359,2260.8099,3373.5317,2276.2288,3209.7272,2140.23,3210.0986,2144.2448,-151.2058,-117.5536,-4.498426266,-5.197350922,49061312300,62063814461
2020/7/17,3210.0986,2144.2448,3214.4022,2144.0343,3252.7786,2189.9175,3181.2745,2127.4544,3214.1287,2158.9384,4.0301,14.6936,0.12554443,0.685257579,35965241300,47508479082
2020/7/20,3214.1287,2158.9384,3243.9105,2185.7263,3314.149,2216.7041,3220.684,2151.087,3314.149,2216.7041,100.0203,57.7657,3.111894679,2.675652997,41855530600,49354724980
2020/7/21,3314.149,2216.7041,3330.5467,2222.1897,3336.6791,2236.2232,3300.5719,2209.0607,3320.8947,2232.6991,6.7457,15.995,0.203542448,0.721566762,35925202900,47222727296
2020/7/22,3320.8947,2232.6991,3315.1816,2228.5078,3381.9757,2274.4969,3311.7862,2220.0217,3333.1635,2251.4271,12.2688,18.728,0.369442608,0.838805372,39333533500,49966223474
2020/7/23,3333.1635,2251.4271,3306.1489,2230.5147,3336.3002,2256.4609,3257.8269,2190.8873,3325.1102,2250.9226,-8.0533,-0.5045,-0.24161131,-0.02240801,40704249900,52657174358
2020/7/24,3325.1102,2250.9226,3310.6449,2236.8897,3319.1268,2245.5477,3184.9645,2129.4286,3196.7684,2138.3568,-128.3418,-112.5658,-3.859775835,-5.000873864,42705402600,56478634459
2020/7/27,3196.7684,2138.3568,3210.3863,2148.6796,3221.9846,2159.9961,3174.6583,2122.1878,3205.2268,2144.3721,8.4584,6.0153,0.264592205,0.281304785,29931902100,39712054262
2020/7/28,3205.2268,2144.3721,3226.1329,2163.7014,3245.2967,2179.8531,3208.4939,2154.1643,3227.9604,2173.8446,22.7336,29.4725,0.709266502,1.374411652,28937786100,38908572627
2020/7/29,3227.9604,2173.8446,3221.9883,2168.897,3294.5521,2236.9512,3209.9902,2162.7121,3294.5521,2236.9512,66.5917,63.1066,2.062965209,2.902994998,32492406200,43729604639
2020/7/30,3294.5521,2236.9512,3299.5718,2243.3602,3312.4508,2249.364,3282.1617,2221.4454,3286.822,2227.3265,-7.7301,-9.6247,-0.234632805,-0.430259721,34070412100,46967408102
2020/7/31,3286.822,2227.3265,3280.7959,2225.1873,3333.7859,2267.7276,3261.6135,2215.6669,3310.0065,2256.8692,23.1845,29.5427,0.705377413,1.326374916,35375897900,48559923962
2020/8/3,3310.0065,2256.8692,3332.1826,2277.4921,3368.1028,2315.4407,3327.6773,2270.3805,3367.9658,2315.4407,57.9593,58.5715,1.751032815,2.595254523,40746086700,56850339890
2020/8/4,3367.9658,2315.4407,3376.4402,2318.5145,3391.0743,2324.563,3352.5017,2289.073,3371.6875,2300.5027,3.7217,-14.938,0.110502904,-0.645147164,44232855100,56731944720
2020/8/5,3371.6875,2300.5027,3363.3324,2299.9022,3383.6365,2324.5805,3333.877,2279.7864,3377.5648,2318.9246,5.8773,18.4219,0.174313308,0.800777152,38582302700,50246255102
2020/8/6,3377.5648,2318.9246,3380.7621,2319.8497,3392.7048,2320.5453,3334.3341,2271.4043,3386.4631,2304.5203,8.8983,-14.4043,0.263453125,-0.62116293,41530251000,53398715906
2020/8/7,3386.4631,2304.5203,3370.5878,2297.2221,3374.133,2302.0456,3307.7127,2234.7661,3354.0352,2272.6601,-32.4279,-31.8602,-0.95757429,-1.382508976,40392963300,50997682640
2020/8/10,3354.0352,2272.6601,3341.5276,2262.6567,3399.9323,2292.7577,3335.0427,2248.2609,3379.2524,2277.4207,25.2172,4.7606,0.751846612,0.209472591,38137963000,45214180570
2020/8/11,3379.2524,2277.4207,3379.4874,2278.9528,3409.0589,2296.9427,3336.0945,2241.2067,3340.29,2243.4529,-38.9624,-33.9678,-1.15298875,-1.491503085,40045270600,46722253651
2020/8/12,3340.29,2243.4529,3327.4929,2237.511,3335.729,2242.7345,3263.2653,2168.2387,3319.2656,2215.1147,-21.0244,-28.3382,-0.629418404,-1.263151101,37832895900,45004057281
2020/8/13,3319.2656,2215.1147,3328.1754,2224.8554,3338.1518,2230.3208,3309.4629,2208.9893,3320.7261,2216.4666,1.4605,1.3519,0.044000697,0.0610307,32429127800,40373280808
2020/8/14,3320.7261,2216.4666,3315.6687,2214.0247,3362.0267,2244.9604,3302.7357,2205.5133,3360.0988,2244.1715,39.3727,27.7049,1.185665388,1.249957929,30599837600,38847090483
2020/8/17,3360.0988,2244.1715,3373.9018,2250.8523,3450.8987,2288.4878,3369.3742,2245.0761,3438.801,2287.336,78.7022,43.1645,2.342258507,1.923404695,43459826000,48876172050
2020/8/18,3438.801,2287.336,3441.9337,2289.1635,3456.7206,2304.766,3432.6402,2283.6968,3451.0894,2298.4495,12.2884,11.1135,0.357345482,0.4858709,38072927500,47454067364
2020/8/19,3451.0894,2298.4495,3444.5646,2294.1851,3454.4613,2294.1851,3406.1642,2252.6401,3408.1288,2253.6781,-42.9606,-44.7714,-1.244841701,-1.947895745,40572221400,47963973983
2020/8/20,3408.1288,2253.6781,3385.9645,2237.5832,3394.557,2251.4165,3352.7767,2217.4367,3363.8988,2225.7247,-44.23,-27.9534,-1.297779591,-1.240345726,33560098200,38886852196
